0.00000,0.10000,0.20000,0.30000,0.40000,0.50000,0.40000,0.30000,0.20000,0.10000,0.00000
0.00000,0.10000,0.20000,0.30000,0.40000,0.46000,0.40000,0.30000,0.20000,0.10000,0.00000
0.00000,0.10000,0.20000,0.30000,0.39200,0.43600,0.39200,0.30000,0.20000,0.10000,0.00000
0.00000,0.10000,0.20000,0.29840,0.38240,0.41840,0.38240,0.29840,0.20000,0.10000,0.00000
0.00000,0.10000,0.19968,0.29552,0.37280,0.40400,0.37280,0.29552,0.19968,0.10000,0.00000
0.00000,0.09994,0.19891,0.29181,0.36358,0.39152,0.36358,0.29181,0.19891,0.09994,0.00000
0.00000,0.09974,0.19770,0.28758,0.35482,0.38035,0.35482,0.28758,0.19770,0.09974,0.00000
0.00000,0.09939,0.19608,0.28305,0.34648,0.37013,0.34648,0.28305,0.19608,0.09939,0.00000
0.00000,0.09885,0.19414,0.27834,0.33852,0.36067,0.33852,0.27834,0.19414,0.09885,0.00000
0.00000,0.09814,0.19192,0.27354,0.33092,0.35181,0.33092,0.27354,0.19192,0.09814,0.00000
0.00000,0.09727,0.18949,0.26869,0.32362,0.34345,0.32362,0.26869,0.18949,0.09727,0.00000
0.00000,0.09626,0.18688,0.26384,0.31660,0.33552,0.31660,0.26384,0.18688,0.09626,0.00000
0.00000,0.09513,0.18415,0.25900,0.30983,0.32795,0.30983,0.25900,0.18415,0.09513,0.00000
0.00000,0.09391,0.18132,0.25419,0.30329,0.32070,0.30329,0.25419,0.18132,0.09391,0.00000
0.00000,0.09261,0.17841,0.24944,0.29695,0.31374,0.29695,0.24944,0.17841,0.09261,0.00000
0.00000,0.09125,0.17545,0.24474,0.29081,0.30702,0.29081,0.24474,0.17545,0.09125,0.00000
0.00000,0.08984,0.17247,0.24009,0.28484,0.30054,0.28484,0.24009,0.17247,0.08984,0.00000
0.00000,0.08840,0.16947,0.23552,0.27903,0.29426,0.27903,0.23552,0.16947,0.08840,0.00000
0.00000,0.08693,0.16646,0.23101,0.27337,0.28817,0.27337,0.23101,0.16646,0.08693,0.00000
0.00000,0.08545,0.16347,0.22657,0.26786,0.28225,0.26786,0.22657,0.16347,0.08545,0.00000
0.00000,0.08396,0.16048,0.22221,0.26248,0.27649,0.26248,0.22221,0.16048,0.08396,0.00000
0.00000,0.08248,0.15753,0.21792,0.25723,0.27089,0.25723,0.21792,0.15753,0.08248,0.00000
0.00000,0.08099,0.15459,0.21370,0.25210,0.26542,0.25210,0.21370,0.15459,0.08099,0.00000
0.00000,0.07951,0.15169,0.20956,0.24708,0.26009,0.24708,0.20956,0.15169,0.07951,0.00000
0.00000,0.07805,0.14883,0.20549,0.24218,0.25489,0.24218,0.20549,0.14883,0.07805,0.00000
0.00000,0.07659,0.14601,0.20150,0.23738,0.24981,0.23738,0.20150,0.14601,0.07659,0.00000
0.00000,0.07516,0.14322,0.19758,0.23269,0.24484,0.23269,0.19758,0.14322,0.07516,0.00000
0.00000,0.07374,0.14048,0.19373,0.22810,0.23998,0.22810,0.19373,0.14048,0.07374,0.00000
0.00000,0.07234,0.13778,0.18995,0.22360,0.23523,0.22360,0.18995,0.13778,0.07234,0.00000
0.00000,0.07096,0.13513,0.18625,0.21920,0.23058,0.21920,0.18625,0.13513,0.07096,0.00000
0.00000,0.06960,0.13252,0.18261,0.21488,0.22602,0.21488,0.18261,0.13252,0.06960,0.00000
0.00000,0.06826,0.12995,0.17905,0.21066,0.22157,0.21066,0.17905,0.12995,0.06826,0.00000
0.00000,0.06695,0.12743,0.17555,0.20652,0.21720,0.20652,0.17555,0.12743,0.06695,0.00000
0.00000,0.06566,0.12496,0.17212,0.20246,0.21293,0.20246,0.17212,0.12496,0.06566,0.00000
0.00000,0.06439,0.12253,0.16876,0.19849,0.20874,0.19849,0.16876,0.12253,0.06439,0.00000
0.00000,0.06314,0.12015,0.16546,0.19459,0.20464,0.19459,0.16546,0.12015,0.06314,0.00000
0.00000,0.06191,0.11781,0.16222,0.19077,0.20062,0.19077,0.16222,0.11781,0.06191,0.00000
0.00000,0.06071,0.11551,0.15905,0.18703,0.19668,0.18703,0.15905,0.11551,0.06071,0.00000
0.00000,0.05953,0.11326,0.15594,0.18337,0.19282,0.18337,0.15594,0.11326,0.05953,0.00000
0.00000,0.05837,0.11105,0.15289,0.17977,0.18904,0.17977,0.15289,0.11105,0.05837,0.00000
0.00000,0.05723,0.10888,0.14990,0.17625,0.18533,0.17625,0.14990,0.10888,0.05723,0.00000
0.00000,0.05611,0.10675,0.14696,0.17280,0.18170,0.17280,0.14696,0.10675,0.05611,0.00000
0.00000,0.05502,0.10467,0.14409,0.16941,0.17814,0.16941,0.14409,0.10467,0.05502,0.00000
0.00000,0.05395,0.10262,0.14127,0.16609,0.17465,0.16609,0.14127,0.10262,0.05395,0.00000
0.00000,0.05289,0.10062,0.13850,0.16284,0.17122,0.16284,0.13850,0.10062,0.05289,0.00000
0.00000,0.05186,0.09865,0.13579,0.15965,0.16787,0.15965,0.13579,0.09865,0.05186,0.00000
0.00000,0.05084,0.09672,0.13314,0.15652,0.16458,0.15652,0.13314,0.09672,0.05084,0.00000
0.00000,0.04985,0.09483,0.13053,0.15346,0.16136,0.15346,0.13053,0.09483,0.04985,0.00000
0.00000,0.04888,0.09297,0.12797,0.15045,0.15820,0.15045,0.12797,0.09297,0.04888,0.00000
0.00000,0.04792,0.09115,0.12547,0.14750,0.15510,0.14750,0.12547,0.09115,0.04792,0.00000
0.00000,0.04698,0.08937,0.12301,0.14462,0.15206,0.14462,0.12301,0.08937,0.04698,0.00000
0.00000,0.04606,0.08762,0.12061,0.14178,0.14908,0.14178,0.12061,0.08762,0.04606,0.00000
0.00000,0.04516,0.08591,0.11824,0.13901,0.14616,0.13901,0.11824,0.08591,0.04516,0.00000
0.00000,0.04428,0.08423,0.11593,0.13629,0.14330,0.13629,0.11593,0.08423,0.04428,0.00000
0.00000,0.04341,0.08258,0.11366,0.13362,0.14050,0.13362,0.11366,0.08258,0.04341,0.00000
0.00000,0.04256,0.08096,0.11144,0.13100,0.13774,0.13100,0.11144,0.08096,0.04256,0.00000
0.00000,0.04173,0.07938,0.10925,0.12844,0.13505,0.12844,0.10925,0.07938,0.04173,0.00000
0.00000,0.04091,0.07782,0.10711,0.12592,0.13240,0.12592,0.10711,0.07782,0.04091,0.00000
0.00000,0.04011,0.07630,0.10502,0.12346,0.12981,0.12346,0.10502,0.07630,0.04011,0.00000
0.00000,0.03933,0.07481,0.10296,0.12104,0.12727,0.12104,0.10296,0.07481,0.03933,0.00000
0.00000,0.03856,0.07334,0.10095,0.11867,0.12478,0.11867,0.10095,0.07334,0.03856,0.00000
0.00000,0.03780,0.07191,0.09897,0.11635,0.12233,0.11635,0.09897,0.07191,0.03780,0.00000
0.00000,0.03706,0.07050,0.09703,0.11407,0.11994,0.11407,0.09703,0.07050,0.03706,0.00000
